LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
80000,2,1,2,32,-1,2,0,0,-1,-1,60466,38118,30351,55921,13799,32043,17743,17870,5417,15391,3564,12006,0
20000,2,1,1,68,2,0,-1,1,1,-1,8069,1596,10722,10255,11162,10844,2105,332,498,1345,0,2130,0
50000,1,3,2,41,3,0,1,1,0,0,23222,14588,3582,26483,1630,32653,7282,1057,2445,11434,373,22513,0
30000,2,1,1,30,0,-1,0,3,-1,0,0,13958,14375,5263,11619,11920,0,8067,1723,2578,5759,7171,0
30000,1,3,2,54,0,0,-1,0,2,5,18873,9727,3566,10905,14789,18577,5087,5504,1902,6439,3756,12570,0
500000,2,1,3,45,-1,3,4,2,0,6,197793,163116,270034,222481,152072,104915,92349,31759,0,62950,144404,0,0
50000,2,2,2,65,3,0,0,7,0,-1,32315,21132,8246,41518,9532,0,9151,10107,1423,6999,7924,0,0
200000,2,2,1,43,1,1,-1,0,3,-1,93786,77473,77114,51770,24885,87263,45009,31987,20957,15618,4306,45248,0
100000,1,1,1,31,-1,-1,0,0,-1,-1,43452,7318,7332,34558,58328,60670,13768,3125,1480,10111,6054,27316,0
150000,2,2,2,53,0,7,3,-1,-1,2,26899,36825,69851,51811,33950,70935,1121,15511,6252,22242,22863,29872,0
80000,2,2,2,57,-1,0,4,-1,0,0,41751,9308,25576,13419,30507,51100,14571,3206,8255,11736,14837,11868,0
80000,2,2,1,41,2,0,3,5,-1,0,21676,61768,21361,35369,33212,45612,12765,22790,4781,10059,16831,15038,1
80000,2,2,2,52,-1,3,0,0,0,4,27674,10283,42846,2439,31373,44806,14113,2329,3547,1250,5715,13500,0
20000,2,2,1,42,0,-1,-1,2,2,3,4366,17611,12923,7189,9061,3590,935,11665,7920,2655,1521,1865,0
150000,1,2,1,37,1,2,0,-1,1,1,61163,53592,82110,10233,75434,71079,33378,18690,25322,3998,31830,11759,0
30000,2,1,2,64,-1,0,5,0,0,0,20218,11033,6257,6781,21064,12603,13574,4042,2432,1785,12911,6217,0
10000,1,2,1,56,-1,1,0,0,1,4,4325,5145,2925,2933,5811,3319,1379,2549,683,1463,1744,1159,0
100000,1,1,1,48,2,3,-1,0,-1,-1,58596,16697,53403,42852,68362,22437,11927,5557,21629,25978,20663,4320,1
20000,1,1,2,63,2,2,1,2,2,-1,13668,2013,13998,4565,8506,12647,6496,87,0,569,2113,4936,0
300000,2,2,1,73,0,1,0,-1,2,0,144970,140203,8524,124313,39803,151236,2099,37607,2196,14941,13818,0,1
300000,1,2,1,69,-1,0,0,0,2,1,83124,143815,261236,141442,151310,64142,36358,7836,119277,36274,42892,26259,1
300000,2,2,2,67,4,-1,-1,1,3,-1,124624,114463,167972,234824,103334,167875,30395,24474,0,36367,16132,98045,0
50000,2,2,2,64,1,0,1,2,0,2,21701,8015,7556,17519,21383,21306,11710,2169,5284,2990,7750,12899,1
10000,2,1,2,67,0,0,2,-1,3,-1,4047,1287,2930,3587,3305,3170,857,114,987,1952,1836,1903,0
300000,2,2,1,37,-1,0,0,-1,4,-1,126663,115609,134578,103439,11569,92622,35529,12734,15228,42047,3523,37363,0
50000,2,2,2,34,0,0,2,-1,0,-1,20057,23082,16623,12092,26742,14125,1317,4297,6251,5455,14300,9387,0
500000,1,1,1,47,0,-1,-1,0,0,-1,250226,235652,208281,135581,147754,394459,86244,167636,112537,29264,55149,102604,0
500000,1,3,2,27,5,-1,-1,0,1,2,257099,31578,188622,133901,324922,298006,81523,8532,44104,41037,167196,141587,0
200000,2,1,2,51,-1,8,6,-1,2,2,103297,125621,60015,114614,97338,36123,20321,30531,17299,63675,59643,9468,0
30000,2,2,1,67,0,2,2,6,0,0,26316,6327,12532,12317,14719,551,0,1490,6825,6641,2674,161,1
50000,1,4,1,32,-1,2,-1,1,-1,-1,5045,23529,23710,33712,5582,40713,1209,3111,2280,13295,719,11301,0
200000,2,2,3,22,0,2,7,-1,1,0,88796,85959,28769,64769,77958,145265,24762,31412,18248,16642,4297,47329,1
30000,2,1,1,67,3,1,0,-1,1,-1,4500,13897,17221,14040,14941,8562,1182,8565,3466,2,3278,3864,1
20000,2,1,2,42,6,9,-1,6,-1,0,2898,9947,11370,11081,15848,8142,860,5408,8731,7397,0,3636,1
80000,2,1,3,28,0,0,-1,1,2,1,22978,34928,26475,34308,46862,50971,5200,11047,8946,2837,11907,13625,0
300000,2,2,1,36,-1,4,0,1,2,0,179416,201359,171037,117097,186175,141673,25847,183469,7643,27414,92749,15348,0
100000,2,1,2,45,1,0,-1,0,-1,-1,73348,33289,48582,47132,61845,0,32553,10586,21986,12433,15012,0,0
80000,2,1,2,23,0,0,0,6,0,7,50886,25313,15654,42600,17294,46313,23885,5543,10380,5552,10109,3719,0
20000,2,2,2,50,-1,2,4,-1,0,0,9795,6028,0,6682,4775,4569,4077,1905,0,2678,2258,1387,1
100000,1,1,1,70,-1,0,1,4,2,-1,39293,74445,65001,45358,3548,17143,4059,41934,21439,20573,0,5875,0
500000,2,2,2,65,-1,0,3,-1,-1,0,261490,191491,221781,150966,327055,235458,133988,0,9864,56328,143121,129987,0
20000,2,2,1,70,3,1,-1,2,0,-1,12088,6568,14069,1205,12565,5565,2417,1271,7969,247,1943,1252,1
80000,2,1,1,39,0,-1,0,2,-1,-1,2443,25573,69526,33214,73190,17452,287,4914,13684,5261,34625,1786,0
200000,1,2,2,49,2,0,-1,-1,-1,-1,57142,100922,94989,133356,71428,110020,10319,46850,15558,20629,26626,46741,0
150000,1,1,1,25,1,0,1,1,-1,-1,62824,42839,62141,0,96077,124200,11042,14074,21677,0,31370,26172,0
100000,1,3,1,40,-1,-1,-1,0,-1,2,57041,29145,60134,58338,11916,16150,10602,15320,30919,1397,3540,5963,0
100000,1,1,3,53,0,2,-1,-1,0,2,54915,68736,20752,68427,69569,48538,7346,29259,11827,35382,26142,8601,0
50000,2,1,1,21,0,-1,-1,1,0,3,1699,17363,7325,15000,23454,15602,781,1956,1418,8145,12235,10568,0
30000,2,2,3,52,1,-1,1,0,2,-1,9753,2938,6422,2832,8961,14020,2995,422,1294,915,4293,3316,0
150000,1,1,1,49,4,0,0,-1,3,-1,105418,31244,56810,63354,57148,45060,26171,8834,12977,22404,22669,5072,1
200000,1,2,1,58,-1,1,0,0,-1,2,71071,33515,138459,84269,24454,46511,30555,6514,41658,40217,8752,17313,0
200000,1,2,1,43,0,0,-1,2,-1,9,173291,44021,39951,111845,155830,89274,64651,34702,17380,44197,83828,23900,0
300000,2,1,1,30,-1,8,-1,1,0,1,151181,107784,106296,218709,197147,137581,58045,35248,38390,34273,43018,59271,0
80000,2,2,2,32,2,-1,0,-1,0,3,23938,3020,32592,36946,0,39918,11333,412,4739,3334,0,12180,1
80000,2,1,3,55,2,0,0,1,0,0,62750,47867,28278,29040,30812,24943,12666,19715,6824,9242,10718,8588,0
150000,1,1,2,67,2,-1,-1,0,2,3,62945,21095,77538,87599,91989,50981,53081,3581,47011,63268,45597,0,0
100000,2,2,1,29,2,-1,2,-1,0,0,40759,12919,29020,41856,66982,27503,9028,2512,7490,15087,0,15539,0
100000,1,3,1,31,-1,-1,1,-1,-1,0,62063,2496,65177,47962,38534,42407,8747,1126,23459,13601,9644,24649,0
150000,1,2,1,31,-1,-1,-1,2,0,0,62871,69480,40312,4874,52207,43677,3169,20926,14961,1271,17193,0,0
200000,1,1,2,58,0,2,0,-1,0,-1,134416,123640,11482,63921,112352,67469,53869,27016,2276,15433,48952,19552,0
50000,2,2,1,24,2,-1,1,0,0,2,25950,8319,6577,19928,16413,19195,14569,4003,3070,461,0,2980,1
50000,1,1,1,39,3,0,0,0,1,0,24415,24064,30660,6781,35013,16784,7990,0,12024,6420,7342,9505,1
20000,2,1,2,41,0,2,-1,0,6,5,1334,11183,8338,5710,11831,13375,423,1797,2441,916,6248,8356,0
80000,2,2,1,26,7,2,0,0,0,-1,32355,48746,42711,52944,1263,28345,5838,6534,29935,29635,292,1735,0
10000,1,2,1,43,0,5,-1,6,-1,1,6110,3774,2600,7679,0,5451,442,2353,1399,2116,0,1058,1
50000,1,1,1,64,0,1,-1,1,6,-1,0,46814,11044,8358,20474,31918,0,18559,4715,5872,17593,9051,0
80000,2,2,1,59,0,6,-1,0,0,0,45860,32364,24968,44701,32667,32705,15751,14198,15231,7244,13828,14024,1
30000,2,2,1,27,2,-1,2,4,1,-1,14783,12877,14747,8545,12271,15932,9171,0,4945,3722,5177,12023,1
100000,2,2,2,65,0,-1,0,-1,-1,-1,0,37491,32512,34689,57810,24922,0,7080,4567,11490,33170,8930,0
10000,1,2,2,56,4,0,2,2,5,0,3208,6002,5190,4353,2392,2936,105,1953,2492,1928,1049,1466,1
10000,2,2,1,59,0,2,-1,-1,-1,-1,6730,4210,7065,2518,4119,5457,2196,2233,1250,985,45,1902,0
200000,1,2,2,35,0,3,0,0,3,0,151198,99455,88745,210153,52776,87186,67769,59869,31839,30775,16541,21029,0
50000,2,1,1,29,-1,0,0,4,-1,-1,14978,25164,23812,14530,15335,20413,9186,9313,10462,2777,0,830,0
20000,2,1,3,67,0,6,3,3,0,0,13620,8842,6902,11525,20393,2707,309,3650,2026,2156,2673,1235,1
80000,2,3,1,42,1,5,0,1,1,0,37003,6600,18166,14399,69060,47140,3379,3011,8627,4265,49230,12395,1
150000,2,2,2,31,6,0,1,-1,0,0,40028,65274,84990,104889,90490,44225,12916,26,9821,32595,16723,11925,1
30000,2,2,1,55,0,0,5,0,-1,0,0,14011,13689,11902,13097,13504,0,4911,2027,3718,3073,4861,0
100000,2,3,2,37,0,0,-1,0,-1,2,63081,67206,56229,59441,50054,46422,52367,29879,22287,26362,0,18631,0
20000,2,2,2,29,0,6,0,5,0,0,4390,19347,5870,9866,8292,4513,1830,0,2062,6542,1475,2356,1
10000,2,2,1,54,4,2,-1,2,0,1,4970,4022,5531,4595,3406,1724,1208,17,2231,953,1050,655,1
80000,1,2,2,66,1,0,2,3,1,0,45959,44665,47793,48309,17118,13322,26583,26327,32075,2219,1337,7886,0
80000,1,1,1,39,3,-1,0,2,1,5,25941,21524,36115,19501,28230,37009,17195,162,17786,6751,12734,24114,1
100000,1,3,2,60,-1,-1,0,1,-1,9,38141,47050,39675,23218,36010,9993,23123,13349,3869,0,14891,6359,1
150000,2,2,1,50,2,-1,0,3,-1,2,71023,68225,38401,74036,26546,32424,30133,26433,13822,5688,7776,12744,1
500000,1,1,3,42,-1,1,-1,0,-1,-1,341444,195153,183439,314449,182018,427725,159529,120035,132038,24638,24467,173596,0
80000,1,1,2,46,5,-1,-1,2,-1,0,0,17050,17708,7020,8776,28798,0,7193,3393,3957,2324,5726,1
50000,2,2,2,50,-1,-1,-1,-1,-1,0,629,20735,16136,8421,26589,6807,196,2142,9956,4036,8229,4567,0
150000,1,1,2,32,-1,1,1,-1,1,0,14707,22167,36510,44749,43094,68289,6786,7272,15176,4548,15185,3080,1
30000,1,1,2,56,0,0,1,0,2,-1,11146,7776,0,3483,11246,13888,3047,0,0,57,5045,9670,0
50000,2,2,2,27,0,4,2,2,0,0,12027,0,16112,15073,10259,13464,2017,0,7593,10213,1544,2293,1
10000,2,2,2,74,7,4,0,1,-1,0,3723,1143,6133,3753,4376,3436,1868,524,1468,945,3461,1231,1
10000,1,2,2,61,1,8,0,2,0,0,4201,3118,6535,635,9958,4569,1538,1888,4596,178,3238,0,0
500000,2,2,2,22,2,-1,1,-1,2,0,229246,128295,89975,231792,329865,235929,159388,35573,25068,78742,164872,132971,1
200000,1,3,1,41,-1,-1,0,-1,0,0,10501,71832,99773,98634,31901,92056,3131,27547,38456,5012,22739,79318,0
100000,2,3,2,47,9,6,2,2,-1,2,28970,51050,54768,46169,38483,13255,3253,27680,19738,12218,9010,6347,1
50000,1,2,2,70,3,6,0,7,1,-1,4126,3415,31048,25286,20001,24308,1338,905,15116,1685,4313,12877,1
20000,1,2,2,21,5,-1,0,2,-1,1,16215,10195,8666,8529,11575,6878,8734,2357,1891,1075,3928,284,1
20000,2,1,3,34,-1,0,0,0,2,3,7162,6245,4158,3804,13502,3135,1501,2567,1791,477,5573,743,0
30000,2,1,1,69,0,0,2,3,0,-1,15484,20496,8690,13530,9955,16557,3468,5362,3499,4394,6089,4699,0
80000,2,2,2,22,3,4,-1,1,-1,-1,52216,26328,50675,18270,43805,6307,20588,12021,26453,1300,16837,3531,1
150000,2,1,2,43,0,-1,0,0,-1,-1,43283,96578,126765,54894,70956,0,22043,10290,48212,0,33623,0,0
100000,2,2,3,46,-1,-1,2,2,0,-1,41373,31411,43133,62457,28987,43526,14038,11852,25128,25129,4084,15668,0
30000,1,1,2,45,5,-1,0,2,1,-1,12387,15063,18939,16906,15378,12234,4930,5030,11512,5668,3293,4650,1
300000,1,1,1,35,-1,4,1,-1,-1,2,128161,125021,64106,30175,199105,104224,31465,36627,18923,7063,93741,54650,0
150000,2,3,2,49,-1,-1,5,3,2,0,92384,33425,89735,45073,91188,112421,73757,11877,57584,15891,21275,30422,0
80000,2,2,3,72,0,0,-1,2,-1,1,30067,29740,17241,26730,49713,35871,14498,15513,6337,8953,23107,15162,0
100000,2,2,2,48,1,1,0,4,0,-1,36612,33018,32776,13874,45611,20932,17330,7952,19734,6815,2890,4221,0
50000,1,2,1,59,1,0,-1,-1,0,7,26536,25361,14269,23426,9713,19505,13999,5529,5900,9469,3281,0,0
30000,1,2,2,68,-1,-1,0,0,3,-1,14966,9982,19357,11320,11682,8839,6462,1070,12437,2614,6954,795,0
50000,1,1,1,24,0,-1,-1,0,-1,-1,31987,18193,28183,41160,25958,27945,13280,5662,10991,1192,6451,20529,0
150000,1,2,2,50,1,0,-1,7,2,-1,58429,78044,115092,14442,65364,58306,6634,19783,19607,5184,23410,10264,0
10000,1,2,1,67,0,2,-1,0,1,-1,680,2648,2529,5521,7497,4458,432,791,1168,0,3205,0,1
20000,2,1,1,30,2,-1,-1,0,0,5,6434,8972,12008,11200,7411,2192,4408,2849,6358,4067,1356,1257,1
10000,2,1,2,62,0,-1,-1,3,2,4,6606,4230,5117,0,1467,2538,1699,0,1781,0,563,508,1
10000,1,2,1,30,0,8,4,-1,-1,0,3664,5148,6258,1295,3368,3682,893,2439,3915,977,1775,1759,1
200000,1,2,1,42,-1,2,2,-1,0,-1,57730,46300,54143,89089,137380,71629,0,17575,6043,20099,52826,18744,1
100000,2,2,2,36,3,-1,3,-1,2,3,21972,19071,17441,27768,6192,5606,7410,8495,2948,6861,1151,3090,0
80000,2,3,3,59,3,-1,2,1,-1,-1,17967,36,38667,20787,32090,25777,13113,3,18178,9500,4394,14239,1
20000,2,1,3,60,0,1,-1,1,1,0,1633,11876,12800,9522,8855,15254,1013,395,4429,2639,5279,10729,1
80000,2,2,3,71,2,0,-1,0,0,2,34051,18051,35673,30022,26860,30761,16852,11388,18343,859,10942,2968,1
80000,2,3,3,63,1,-1,0,-1,0,3,31477,56551,33517,47300,18365,37591,7354,23891,12645,20943,5329,991,0
20000,2,3,2,33,-1,-1,-1,2,0,0,12915,9463,0,4640,7517,10819,7765,2668,0,132,3740,703,1
50000,2,1,2,59,-1,0,-1,2,0,-1,28499,9756,29879,13199,23006,37168,6943,868,5765,0,11868,6663,0
50000,2,1,1,50,-1,0,1,-1,-1,1,18965,15718,11178,30431,4570,4490,0,586,5038,7738,1192,1665,0
100000,1,1,1,33,1,2,0,3,0,0,50081,25862,51630,34089,17375,42212,16980,9755,46337,5355,12553,9524,0
100000,1,2,1,62,-1,-1,0,-1,2,-1,51396,30099,34529,18838,59181,0,14338,16828,16040,10981,38870,0,0
10000,2,1,2,46,3,0,2,3,2,2,4564,6447,5256,5444,4565,2087,1591,3840,849,2153,313,0,1
50000,2,2,2,51,3,6,2,-1,4,-1,25850,14920,10742,10872,20144,1548,0,5404,761,7380,7842,401,1
100000,2,2,1,59,1,4,0,-1,0,1,25209,25206,49479,28493,5874,39359,16544,12763,18960,12154,1464,6526,0
80000,1,3,2,47,1,1,-1,1,0,-1,0,31319,39088,50824,37893,36548,0,13506,15199,18734,5346,15134,1
200000,2,1,2,24,4,2,0,-1,0,0,40841,135073,87857,187683,70974,51380,13368,31883,23534,56714,23785,33880,1
100000,2,1,1,68,3,3,-1,3,2,1,42622,48082,59092,30427,41888,37001,9423,14107,12612,7569,7496,6972,0
20000,2,3,1,32,-1,0,5,1,-1,-1,4950,11573,2883,7638,9440,11647,1975,980,658,3690,2376,6845,1
10000,2,2,2,72,-1,6,1,-1,0,2,3390,4258,2757,1361,3979,3673,815,1770,385,132,1029,1954,1
100000,2,3,2,55,-1,-1,0,1,1,-1,31146,49930,41237,36438,18630,19988,12519,21977,8484,17727,3307,12784,0
10000,2,1,2,59,0,-1,6,0,-1,2,927,2862,2826,3738,8042,2500,127,1432,554,621,3143,935,0
80000,1,3,2,21,0,0,-1,2,3,7,23302,38306,20818,26215,10100,22555,17070,5193,14061,3961,4415,4408,1
300000,2,2,1,36,-1,0,9,0,5,-1,157615,147933,29274,72886,135077,116825,42349,41693,8195,6288,41408,43120,0
80000,1,1,2,42,6,0,-1,1,0,1,52401,36249,40992,22938,28460,40289,11249,0,0,6284,11970,11238,1
50000,2,2,1,65,0,-1,-1,1,-1,-1,4494,19454,25335,19542,20192,8964,2429,10502,18738,4722,8561,2644,0
100000,1,3,1,56,-1,6,8,0,1,-1,43305,61378,30485,14679,30953,34467,13780,5177,9200,8545,9416,5603,1
50000,1,2,2,54,3,0,0,5,2,0,33741,24810,29284,18568,23465,17994,3468,9880,11131,1845,6131,9343,1
80000,1,1,1,42,0,3,-1,1,-1,5,43359,3611,28387,33495,34883,24175,9538,1109,6484,3816,17450,7170,1
300000,1,2,1,34,2,1,3,6,0,4,97033,133024,88907,104848,159200,60452,28909,25932,49816,66730,20393,27991,0
50000,1,3,2,23,0,-1,3,2,5,1,7003,7284,41273,26969,4402,21699,1849,3114,32729,9671,1037,6088,0
500000,1,1,2,58,-1,0,3,2,2,1,329557,272886,183401,38133,0,142370,82724,15020,57455,3174,0,107198,1
200000,2,1,2,33,8,-1,-1,3,0,2,41826,37824,66433,68964,28517,100852,12486,12961,32153,16430,8352,24704,0
20000,2,1,2,22,2,0,0,0,1,3,9723,12765,8030,3751,9321,6663,314,2922,1993,1401,4066,1567,1
10000,2,1,2,74,-1,-1,2,-1,-1,0,6996,6284,6207,4626,3919,2893,1827,2372,1410,0,2762,631,0
20000,2,1,1,64,2,-1,0,0,0,-1,5678,8083,1628,5010,12443,12983,684,1211,783,655,5193,7792,1
10000,2,2,1,60,2,2,0,1,2,0,5741,5890,1991,7108,4978,7478,3383,3956,1505,883,2705,1674,1
20000,2,2,2,29,2,3,0,3,-1,0,8836,9677,9991,6541,7855,7178,2437,4587,1193,2720,3197,2249,1
100000,2,2,2,62,-1,1,-1,-1,2,0,25569,14288,46368,33460,69631,18448,9691,2967,33018,10205,0,8504,1
10000,2,2,1,55,-1,-1,0,2,1,-1,906,5827,5304,5435,1622,5305,134,3273,2535,3660,182,0,0
30000,2,1,2,69,0,0,4,3,-1,-1,3178,13196,20775,20249,5413,9267,1330,7405,4242,3967,3727,2246,0
200000,1,2,2,62,1,-1,-1,0,0,2,26699,101613,149969,83631,69063,45376,9668,19748,115519,4448,31807,18748,0
10000,2,2,2,47,0,-1,0,2,0,2,5120,5656,5188,5187,7046,6976,2014,3788,1727,3823,4205,2388,0
200000,2,3,2,40,0,0,-1,0,-1,2,153878,38759,185922,106487,58332,100424,74352,14253,44808,79090,43876,25390,0
30000,1,2,1,41,0,0,2,2,2,3,9767,7168,10985,9880,1744,8288,4074,4828,6425,2744,465,2367,1
20000,1,1,1,26,5,2,2,1,0,0,928,6584,15892,5959,11731,3073,610,3686,9612,1934,5023,863,1
100000,1,2,1,49,4,0,2,1,-1,2,31103,8680,24721,10877,21228,14891,15610,1769,5202,8290,6881,3752,0
100000,2,1,2,42,5,-1,0,1,-1,1,52869,44914,42409,42344,36528,0,26807,30725,7931,13686,12487,0,0
200000,2,3,2,55,0,0,0,-1,2,2,81682,35847,71702,56979,109083,43648,17341,2601,24657,32149,31838,31862,0
150000,1,2,2,57,-1,0,0,-1,-1,9,73431,66493,86393,17079,78827,41628,16871,15781,47726,14245,39098,0,0
150000,1,2,3,43,6,-1,2,2,4,-1,52895,80167,27070,46421,8548,45605,16105,36450,0,9825,0,8925,0
30000,1,2,2,49,-1,1,1,1,2,1,13024,18283,11505,21278,16019,13300,1553,8510,1607,15240,6375,6664,0
20000,2,1,1,60,5,-1,-1,0,2,-1,3733,7596,13248,12412,4501,8842,933,2046,2120,6476,271,7617,1
150000,1,2,1,47,0,1,0,2,2,2,102454,84736,91502,71190,41574,72580,21501,24984,40315,22229,16360,66522,0
150000,2,2,1,35,0,-1,-1,-1,-1,0,55936,68306,78313,84581,72055,80504,31610,41983,38875,29883,43474,27231,0
500000,2,1,1,55,-1,-1,2,1,3,1,234806,86731,249458,183170,185473,165322,17749,37747,125224,102393,75432,103675,0
50000,2,2,1,70,4,2,0,0,-1,0,14718,9726,30253,17530,12481,13874,7767,3980,1599,0,5553,3000,1
50000,2,2,1,47,-1,0,-1,-1,0,-1,23519,19434,18136,25381,31906,24457,8915,2008,2369,6069,7372,15615,0
150000,2,1,2,32,3,0,4,0,2,0,0,80012,447,28204,66019,40590,0,43449,138,0,5914,9883,1
50000,2,1,1,66,-1,-1,-1,2,-1,2,19905,8239,15968,10409,30660,24014,5583,2687,4090,639,15850,11344,0
300000,2,3,1,74,-1,-1,1,-1,-1,-1,96849,179775,136409,190715,70959,94195,11512,80659,34898,56890,31122,38613,1
200000,2,1,1,61,-1,0,2,-1,-1,0,84884,102317,88223,64986,132395,60774,48410,47003,20213,46404,49686,11175,0
50000,2,1,1,28,-1,6,0,4,-1,1,17247,4675,27084,17987,12727,18071,4174,2388,7594,5379,4021,10261,0
150000,2,2,1,71,1,2,0,2,2,2,0,93891,46175,64123,81339,51963,0,54068,11636,39426,14680,15954,1
150000,2,2,2,54,-1,-1,7,-1,-1,0,99341,75363,56698,72381,0,40082,41268,42269,10485,9656,0,9275,0
20000,2,4,1,36,2,0,-1,3,6,0,10384,6908,10373,1780,4904,12491,609,2608,4698,726,1123,4916,1
200000,2,2,2,56,2,0,0,0,0,0,98719,90030,116047,48452,129821,132216,35628,24592,51382,14522,23816,59743,0
80000,1,3,2,69,0,0,0,1,0,0,35320,40337,22472,59855,13993,42176,9670,17573,4729,29430,5958,28677,0
200000,1,2,2,71,2,-1,-1,-1,4,-1,109990,98996,82380,120210,55719,100287,19529,11953,34018,40975,16002,37473,0
50000,2,2,2,70,1,1,-1,0,-1,0,19963,32078,34789,8739,23212,17923,8179,4173,14186,2872,4633,4602,0
200000,1,1,2,37,6,0,0,0,0,0,96421,114351,15829,102174,51469,34438,37148,28122,11074,55180,35651,12685,0
50000,1,2,2,45,1,5,1,-1,-1,0,29660,14530,7569,20835,28334,36598,8723,6191,2740,7752,21825,13745,0
10000,1,3,1,66,1,1,0,2,0,0,2302,802,5184,4284,3281,8020,542,326,37,2229,1150,4707,0
200000,2,1,2,46,-1,-1,-1,-1,0,-1,21420,117674,104472,117029,149589,50251,11126,3350,84017,45974,64105,9400,0
20000,2,1,2,67,3,-1,-1,-1,1,0,11211,12034,6683,4568,2844,7480,1553,6335,1044,1132,430,405,0
30000,1,2,1,37,1,0,0,0,0,-1,17476,19955,13612,5142,23398,18183,6227,10783,6054,627,4927,3432,1
300000,1,2,1,58,0,0,1,0,3,1,132256,144658,160186,75982,0,161081,4879,81948,27667,45390,0,70199,1
300000,2,1,3,58,-1,0,1,-1,2,-1,13629,176734,128852,43958,150920,19869,1036,20569,27168,29974,76292,5113,1
80000,2,3,3,65,0,0,1,0,-1,0,15608,9080,41081,23417,21049,37595,2747,5492,29085,5091,12256,6311,0
100000,1,2,2,32,0,3,0,-1,6,-1,56114,55821,29980,48345,43142,82705,0,20554,15545,15066,26837,38159,1
50000,1,1,1,33,1,0,3,0,3,0,36884,26130,24214,14693,35810,51452,28596,12317,4450,4556,1474,27479,0
30000,2,4,2,26,-1,2,-1,-1,0,1,13387,19216,13893,9711,15418,6645,6745,10920,4527,5159,1394,3343,0
50000,2,1,2,29,-1,0,3,2,8,2,11970,31009,9969,0,26869,5367,2164,30302,1237,0,20917,689,1
100000,2,3,2,66,0,-1,1,0,9,-1,10943,73573,72127,39531,19951,54430,5194,30575,40742,18106,0,28563,1
150000,2,1,1,42,3,0,0,1,0,0,63271,103724,88246,50465,79730,71694,31930,48357,23623,7119,36483,13954,1
150000,2,1,3,23,1,1,2,-1,-1,0,61711,112096,93360,45008,95854,29973,10694,39721,0,15863,24362,685,1
150000,1,2,1,46,2,0,1,-1,5,-1,107746,73265,29142,70725,87017,62009,53740,23896,11021,28416,11923,27481,0
20000,1,2,1,54,0,-1,0,-1,0,0,2426,12327,12053,4039,1682,10115,757,2708,2132,1451,373,675,0
80000,2,2,1,24,-1,0,1,-1,1,-1,35904,37846,13997,37884,29649,46401,11452,25665,6597,17388,5340,16131,0
10000,2,1,1,22,-1,-1,0,0,0,-1,4286,3216,2907,5435,6101,6128,732,1219,377,233,1972,1690,1
80000,2,1,1,56,-1,0,-1,1,5,-1,20731,29278,49563,44314,37205,33498,5621,13184,9698,27393,6091,17450,0
50000,2,2,3,33,4,0,-1,-1,2,5,31332,13536,12502,15012,29314,21588,0,4836,1731,5264,14919,5923,1
200000,2,3,2,57,4,6,0,-1,2,0,126777,96806,83841,67713,101388,118103,28285,13303,8069,33527,41165,37813,1
50000,2,2,1,29,0,-1,-1,1,-1,-1,0,33931,2372,471,27620,26956,0,0,591,54,4562,3355,1
20000,1,1,2,28,1,9,-1,0,1,0,14525,15057,5044,4520,9201,8361,6704,791,2941,894,1023,2903,1
20000,1,2,1,70,3,-1,0,-1,0,1,0,7584,3629,6245,6895,10226,0,3910,865,3362,2745,4031,0
150000,2,2,2,53,0,3,2,1,2,2,20606,10336,78612,50463,71181,73032,8996,4339,40088,0,20835,45363,1
100000,1,1,2,50,-1,3,2,-1,0,0,53703,23900,0,28225,63672,5547,14271,11482,0,9964,21311,0,1
20000,1,2,3,53,3,-1,-1,0,4,2,14625,3990,6773,3443,1019,0,554,1340,3065,1,0,0,1
20000,2,2,1,37,-1,-1,1,1,1,0,4171,10974,6458,9989,7769,11241,497,6025,661,3138,916,0,0
100000,2,1,2,55,9,-1,3,9,-1,-1,33281,48391,38648,23440,61584,53061,10745,5431,8902,12739,13713,19374,1
10000,1,2,1,74,2,0,-1,9,6,6,7218,3876,2951,2294,8077,2828,3981,657,2354,337,6001,1435,1
200000,2,2,3,44,3,0,1,0,7,3,101550,137348,40633,66412,166410,36064,50752,75641,20101,6073,69674,17996,0
100000,1,3,2,65,-1,1,9,0,2,0,15562,48755,32713,35705,68550,22782,5872,27113,15909,9227,22997,9406,0
20000,1,2,1,68,3,1,1,-1,4,2,13876,8412,2600,9532,13291,8960,6573,3307,596,0,6988,1269,1
20000,2,2,1,42,0,2,-1,2,-1,0,5336,6436,9732,2826,7139,8417,2108,2916,5290,0,3486,2385,0
500000,2,1,2,24,0,1,0,1,-1,4,0,109285,246864,171073,255056,49066,0,44240,101672,0,16250,11512,0
50000,1,2,2,71,1,-1,-1,0,2,0,27211,16654,19051,26238,24733,30952,3968,7703,2339,6525,4156,8531,0
50000,1,1,1,74,5,2,1,6,0,-1,19536,38070,32401,11443,31171,19707,0,8588,13734,2368,13800,4277,1
